FIPS,State,County,FFR07,FFR12,PCH_FFR_07_12,FFRPTH07,FFRPTH12,PCH_FFRPTH_07_12,FSR07,FSR12,PCH_FSR_07_12,FSRPTH07,FSRPTH12,PCH_FSRPTH_07_12,PC_FFRSALES02,PC_FFRSALES07,PC_FSRSALES02,PC_FSRSALES07
01001,AL,Autauga,32,34,6.25,0.642131878,0.612458119,-4.621131606,34,29,-14.70588235,0.68226512,0.522390748,-23.43288074,470,649.511367,349,484.381507
01003,AL,Baldwin,129,130,0.775193798,0.746462981,0.681377431,-8.719193269,184,211,14.67391304,1.064722391,1.105927984,3.870078529,470,649.511367,349,484.381507
01005,AL,Barbour,20,21,5,0.672585418,0.77203044,14.78548583,11,14,27.27272727,0.36992198,0.51468696,39.13392222,470,649.511367,349,484.381507
01007,AL,Bibb,8,6,-25,0.372352804,0.265521972,-28.69075541,8,4,-50,0.372352804,0.177014648,-52.46050361,470,649.511367,349,484.381507
01009,AL,Blount,27,22,-18.51851852,0.474800408,0.3804517,-19.87123567,14,13,-7.142857143,0.246192804,0.224812368,-8.684427667,470,649.511367,349,484.381507
01011,AL,Bullock,3,4,33.33333333,0.273572862,0.381898033,39.59646108,2,1,-50,0.182381908,0.095474508,-47.6513271,470,649.511367,349,484.381507
01013,AL,Butler,15,18,20,0.740996888,0.886393854,19.62180529,17,11,-35.29411765,0.839796473,0.541685133,-35.49804617,470,649.511367,349,484.381507
01015,AL,Calhoun,100,92,-8,0.886461953,0.784340472,-11.52012004,76,77,1.315789474,0.673711084,0.656458873,-2.560772925,470,649.511367,349,484.381507
01017,AL,Chambers,23,26,13.04347826,0.662232588,0.76326914,15.25695877,16,16,0,0.460683539,0.469704086,1.95807891,470,649.511367,349,484.381507
01019,AL,Cherokee,20,20,0,0.817193757,0.768609969,-5.945198109,14,10,-28.57142857,0.57203563,0.384304984,-32.81799865,470,649.511367,349,484.381507
01021,AL,Chilton,32,20,-37.5,0.755393985,0.456423013,-39.57815103,18,22,22.22222222,0.424909117,0.502065314,18.15828243,470,649.511367,349,484.381507
01023,AL,Choctaw,3,7,133.3333333,0.21159543,0.513459987,142.6611898,7,9,28.57142857,0.493722669,0.66016284,33.71126783,470,649.511367,349,484.381507
01025,AL,Clarke,26,23,-11.53846154,0.984251969,0.914113112,-7.126107865,16,13,-18.75,0.605693519,0.516672628,-14.69734907,470,649.511367,349,484.381507
01027,AL,Clay,6,4,-33.33333333,0.43566657,0.29772981,-31.66108423,6,5,-16.66666667,0.43566657,0.372162263,-14.57635529,470,649.511367,349,484.381507
01029,AL,Cleburne,6,8,33.33333333,0.408385516,0.539374326,32.07479324,5,1,-80,0.340321263,0.067421791,-80.18878101,470,649.511367,349,484.381507
01031,AL,Coffee,36,32,-11.11111111,0.769132163,0.624365878,-18.82202971,37,30,-18.91891892,0.790496945,0.585343011,-25.9525271,470,649.511367,349,484.381507
01033,AL,Colbert,42,49,16.66666667,0.769146248,0.899974286,17.00951401,34,34,0,0.6226422,0.624471954,0.293869155,470,649.511367,349,484.381507
01035,AL,Conecuh,6,3,-50,0.457386797,0.231107003,-49.47230568,5,5,0,0.381155664,0.385178338,1.055388645,470,649.511367,349,484.381507
01037,AL,Coosa,0,1,,0,0.091190954,0,0,1,,0,0.091190954,0,470,649.511367,349,484.381507
01039,AL,Covington,29,25,-13.79310345,0.787957831,0.658674746,-16.4073608,24,18,-25,0.652103032,0.474245817,-27.2744039,470,649.511367,349,484.381507
01041,AL,Crenshaw,4,5,25,0.291099629,0.355037989,21.96442519,7,6,-14.28571429,0.50942435,0.426045587,-16.3672513,470,649.511367,349,484.381507
01043,AL,Cullman,52,61,17.30769231,0.645145282,0.758329189,17.54394102,53,41,-22.64150943,0.657551922,0.509696668,-22.48571536,470,649.511367,349,484.381507
01045,AL,Dale,35,30,-14.28571429,0.725193212,0.594718896,-17.99166261,24,28,16.66666667,0.497275346,0.55507097,11.62245923,470,649.511367,349,484.381507
01047,AL,Dallas,24,20,-16.66666667,0.561009818,0.466592012,-16.82997387,17,17,0,0.397381954,0.39660321,-0.195968645,470,649.511367,349,484.381507
01049,AL,DeKalb,51,41,-19.60784314,0.746979129,0.576814856,-22.78032485,38,38,0,0.556572684,0.534608891,-3.946257738,470,649.511367,349,484.381507
01051,AL,Elmore,33,35,6.060606061,0.426031836,0.434086991,1.890740116,32,39,21.875,0.413121781,0.483696933,17.08337726,470,649.511367,349,484.381507
01053,AL,Escambia,23,25,8.695652174,0.611328177,0.657998631,7.634271773,20,21,5,0.531589719,0.55271885,3.974706533,470,649.511367,349,484.381507
01055,AL,Etowah,83,78,-6.024096386,0.804138893,0.747183692,-7.082756653,51,55,7.843137255,0.49410944,0.526860296,6.628259396,470,649.511367,349,484.381507
01057,AL,Fayette,14,12,-14.28571429,0.798266621,0.706588942,-11.48459384,7,6,-14.28571429,0.399133311,0.353294471,-11.48459384,470,649.511367,349,484.381507
01059,AL,Franklin,24,17,-29.16666667,0.783622294,0.535247631,-31.69571172,19,20,5.263157895,0.620367649,0.629703095,1.504824686,470,649.511367,349,484.381507
01061,AL,Geneva,13,12,-7.692307692,0.505502197,0.445583157,-11.85336887,10,9,-10,0.388847844,0.334187368,-14.05703464,470,649.511367,349,484.381507
01063,AL,Greene,2,1,-50,0.21978022,0.112663362,-48.73817035,3,2,-33.33333333,0.32967033,0.225326724,-31.6508938,470,649.511367,349,484.381507
01065,AL,Hale,3,5,66.66666667,0.165828312,0.324928516,95.94272593,7,4,-42.85714286,0.386932729,0.259942813,-32.81963682,470,649.511367,349,484.381507
01067,AL,Henry,13,10,-23.07692308,0.780640125,0.57846937,-25.8980737,9,9,0,0.540443163,0.520622433,-3.667495806,470,649.511367,349,484.381507
01069,AL,Houston,86,96,11.62790698,0.883029407,0.928415311,5.139795326,70,75,7.142857143,0.718744866,0.725324462,0.915428549,470,649.511367,349,484.381507
01071,AL,Jackson,34,34,0,0.643988181,0.641279541,-0.420603934,28,28,0,0.530343208,0.528112563,-0.420603934,470,649.511367,349,484.381507
01073,AL,Jefferson,599,638,6.510851419,0.905549248,0.966653485,6.747754143,357,388,8.683473389,0.539701305,0.587870771,8.925208485,470,649.511367,349,484.381507
01075,AL,Lamar,9,7,-22.22222222,0.621375311,0.490918017,-20.99492718,9,10,11.11111111,0.621375311,0.701311452,12.86438974,470,649.511367,349,484.381507
01077,AL,Lauderdale,63,70,11.11111111,0.71168749,0.756413304,6.284473837,62,68,9.677419355,0.700390863,0.734801496,4.913061271,470,649.511367,349,484.381507
01079,AL,Lawrence,21,16,-23.80952381,0.614916108,0.472841184,-23.10476528,14,18,28.57142857,0.409944072,0.531946333,29.76070859,470,649.511367,349,484.381507
01081,AL,Lee,107,117,9.345794393,0.818099105,0.794529292,-2.8810461,92,106,15.2173913,0.703412314,0.719829957,2.333999919,470,649.511367,349,484.381507
01083,AL,Limestone,50,45,-10,0.676507597,0.513382162,-24.11287562,33,40,21.21212121,0.446495014,0.456339699,2.204881314,470,649.511367,349,484.381507
01085,AL,Lowndes,3,1,-66.66666667,0.236891977,0.092106475,-61.11878665,1,2,100,0.078963992,0.18421295,133.2872801,470,649.511367,349,484.381507
01087,AL,Macon,10,9,-10,0.449276665,0.438276114,-2.448502557,5,3,-40,0.224638332,0.146092038,-34.96566837,470,649.511367,349,484.381507
01089,AL,Madison,286,313,9.440559441,0.911420158,0.912323656,0.099130786,202,225,11.38613861,0.643730322,0.655823715,1.878642744,470,649.511367,349,484.381507
01091,AL,Marengo,18,17,-5.555555556,0.846461321,0.833292486,-1.555751624,14,14,0,0.658358806,0.686240871,4.235086515,470,649.511367,349,484.381507
01093,AL,Marion,23,21,-8.695652174,0.779634589,0.69245227,-11.18245902,17,20,17.64705882,0.576251652,0.659478353,14.44276989,470,649.511367,349,484.381507
01095,AL,Marshall,75,76,1.333333333,0.852563374,0.801890774,-5.943558144,60,68,13.33333333,0.682050699,0.717481219,5.194704707,470,649.511367,349,484.381507
01097,AL,Mobile,252,257,1.984126984,0.621862924,0.620868927,-0.159841825,211,215,1.895734597,0.520686813,0.519403966,-0.246375977,470,649.511367,349,484.381507
01099,AL,Monroe,14,10,-28.57142857,0.615141263,0.442438722,-28.07526515,9,12,33.33333333,0.395447955,0.530926467,34.25950506,470,649.511367,349,484.381507
01101,AL,Montgomery,193,193,0,0.855314472,0.838587176,-1.955689575,144,137,-4.861111111,0.638162093,0.595266545,-6.721732443,470,649.511367,349,484.381507
01103,AL,Morgan,102,99,-2.941176471,0.885816514,0.822293285,-7.171149867,54,59,9.259259259,0.468961684,0.490053574,4.497572035,470,649.511367,349,484.381507
01105,AL,Perry,2,2,0,0.186462801,0.196444357,5.353108732,5,6,20,0.466157002,0.589333071,26.42373048,470,649.511367,349,484.381507
01107,AL,Pickens,7,8,14.28571429,0.358919141,0.41226488,14.86288512,8,8,0,0.410193304,0.41226488,0.505024478,470,649.511367,349,484.381507
01109,AL,Pike,31,29,-6.451612903,1.026966143,0.873967814,-14.89808894,17,19,11.76470588,0.563174982,0.572599602,1.673479952,470,649.511367,349,484.381507
01111,AL,Randolph,9,8,-11.11111111,0.401983117,0.352811466,-12.23226755,14,12,-14.28571429,0.62530707,0.5292172,-15.36682942,470,649.511367,349,484.381507
01113,AL,Russell,45,42,-6.666666667,0.895932467,0.726392252,-18.92332526,24,22,-8.333333333,0.477830649,0.38049118,-20.37112303,470,649.511367,349,484.381507
01115,AL,St. Clair,43,56,30.23255814,0.547666051,0.656991682,19.96209747,45,41,-8.888888889,0.573138891,0.481011767,-16.07413578,470,649.511367,349,484.381507
01117,AL,Shelby,149,132,-11.40939597,0.812086463,0.656909242,-19.10846047,124,127,2.419354839,0.675830345,0.632026316,-6.481512548,470,649.511367,349,484.381507
01119,AL,Sumter,8,7,-12.5,0.602909036,0.521337603,-13.52964177,4,7,75,0.301454518,0.521337603,72.94071647,470,649.511367,349,484.381507
01121,AL,Talladega,47,45,-4.255319149,0.586137231,0.550377926,-6.100841727,40,41,2.5,0.498840197,0.501455444,0.524265551,470,649.511367,349,484.381507
01123,AL,Tallapoosa,28,20,-28.57142857,0.686324975,0.485814225,-29.21513242,25,24,-4,0.612790156,0.58297707,-4.865137971,470,649.511367,349,484.381507
01125,AL,Tuscaloosa,154,155,0.649350649,0.860344808,0.780478962,-9.283004353,97,103,6.18556701,0.541905496,0.518640859,-4.293117063,470,649.511367,349,484.381507
01127,AL,Walker,52,42,-19.23076923,0.75741024,0.634239894,-16.26203865,37,39,5.405405405,0.538926517,0.588937044,9.279656123,470,649.511367,349,484.381507
01129,AL,Washington,2,4,100,0.116795141,0.233795079,100.1753463,5,6,20,0.291987853,0.350692618,20.10520779,470,649.511367,349,484.381507
01131,AL,Wilcox,6,4,-33.33333333,0.476947536,0.349925641,-26.63225731,5,5,0,0.39745628,0.437407051,10.05161403,470,649.511367,349,484.381507
01133,AL,Winston,18,12,-33.33333333,0.739949026,0.49776008,-32.73049057,20,19,-5,0.822165584,0.788120126,-4.140949063,470,649.511367,349,484.381507
02013,AK,Aleutians East,2,1,-50,0.709723208,0.316355584,-55.42549826,1,0,-100,0.354861604,0,-100,454,582.7155098,517,688.0841941
02016,AK,Aleutians West,0,1,,0,0.180277628,0,5,2,-60,1.049758556,0.360555255,-65.6535064,454,582.7155098,517,688.0841941
02020,AK,Anchorage,200,205,2.5,0.71812254,0.686514182,-4.401527075,198,232,17.17171717,0.710941315,0.776933123,9.282314454,454,582.7155098,517,688.0841941
02050,AK,Bethel,6,6,0,0.350877193,0.338104362,-3.640256959,8,5,-37.5,0.467836257,0.281753635,-39.7751606,454,582.7155098,517,688.0841941
02060,AK,Bristol Bay,0,0,0,0,0,0,2,2,0,2.006018054,2.018163471,0.605449041,454,582.7155098,517,688.0841941
02068,AK,Denali,3,1,-66.66666667,1.662049861,0.533333333,-67.91111111,6,7,16.66666667,3.324099723,3.733333333,12.31111111,454,582.7155098,517,688.0841941
02070,AK,Dillingham,0,1,,0,0.198649186,0,4,1,-75,0.805964135,0.198649186,-75.3526023,454,582.7155098,517,688.0841941
02090,AK,Fairbanks North Star,49,40,-18.36734694,0.500245018,0.398914951,-20.25608712,60,68,13.33333333,0.61254492,0.678155417,10.71113239,454,582.7155098,517,688.0841941
02100,AK,Haines,0,1,,0,0.39184953,0,5,7,40,2.159827214,2.742946708,26.9984326,454,582.7155098,517,688.0841941
02110,AK,Juneau,25,31,24,0.818491357,0.952205431,16.33665069,31,27,-12.90322581,1.014929282,0.829340214,-18.28591132,454,582.7155098,517,688.0841941
