FIPS,State,County,MILK_PRICE10,SODA_PRICE10,MILK_SODA_PRICE10,SODATAX_STORES11,SODATAX_VENDM11,CHIPSTAX_STORES11,CHIPSTAX_VENDM11,FOOD_TAX11
01063,AL,Greene,0.9703046,0.9722159,0.9232891,4,4,4,4,4
01065,AL,Hale,0.9703046,0.9722159,0.9232891,4,4,4,4,4
01067,AL,Henry,1.136671,0.9925836,1.0594,4,4,4,4,4
01069,AL,Houston,1.136671,0.9925836,1.0594,4,4,4,4,4
01071,AL,Jackson,1.136671,0.9925836,1.0594,4,4,4,4,4
01073,AL,Jefferson,0.9703046,0.9722159,0.9232891,4,4,4,4,4
01075,AL,Lamar,1.136671,0.9925836,1.0594,4,4,4,4,4
01077,AL,Lauderdale,0.9703046,0.9722159,0.9232891,4,4,4,4,4
01079,AL,Lawrence,0.9703046,0.9722159,0.9232891,4,4,4,4,4
01081,AL,Lee,1.136671,0.9925836,1.0594,4,4,4,4,4
01083,AL,Limestone,0.9703046,0.9722159,0.9232891,4,4,4,4,4
01085,AL,Lowndes,0.9703046,0.9722159,0.9232891,4,4,4,4,4
01087,AL,Macon,0.9703046,0.9722159,0.9232891,4,4,4,4,4
01089,AL,Madison,0.9703046,0.9722159,0.9232891,4,4,4,4,4
01091,AL,Marengo,1.136671,0.9925836,1.0594,4,4,4,4,4
01093,AL,Marion,0.9703046,0.9722159,0.9232891,4,4,4,4,4
01095,AL,Marshall,0.9703046,0.9722159,0.9232891,4,4,4,4,4
01097,AL,Mobile,1.01769,1.001391,0.9401653,4,4,4,4,4
01099,AL,Monroe,1.136671,0.9925836,1.0594,4,4,4,4,4
01101,AL,Montgomery,0.9703046,0.9722159,0.9232891,4,4,4,4,4
01103,AL,Morgan,0.9703046,0.9722159,0.9232891,4,4,4,4,4
01105,AL,Perry,0.9703046,0.9722159,0.9232891,4,4,4,4,4
01107,AL,Pickens,1.136671,0.9925836,1.0594,4,4,4,4,4
01109,AL,Pike,0.9703046,0.9722159,0.9232891,4,4,4,4,4
01111,AL,Randolph,0.8567245,0.9908802,0.799857,4,4,4,4,4
01113,AL,Russell,1.136671,0.9925836,1.0594,4,4,4,4,4
01115,AL,St. Clair,0.9703046,0.9722159,0.9232891,4,4,4,4,4
01117,AL,Shelby,0.9703046,0.9722159,0.9232891,4,4,4,4,4
01119,AL,Sumter,1.136671,0.9925836,1.0594,4,4,4,4,4
01121,AL,Talladega,0.9703046,0.9722159,0.9232891,4,4,4,4,4
01123,AL,Tallapoosa,0.9703046,0.9722159,0.9232891,4,4,4,4,4
01125,AL,Tuscaloosa,0.9703046,0.9722159,0.9232891,4,4,4,4,4
01127,AL,Walker,0.9703046,0.9722159,0.9232891,4,4,4,4,4
01129,AL,Washington,1.136671,0.9925836,1.0594,4,4,4,4,4
01131,AL,Wilcox,0.9703046,0.9722159,0.9232891,4,4,4,4,4
01133,AL,Winston,0.9703046,0.9722159,0.9232891,4,4,4,4,4
02010,AK,Aleutian Islands,,,,,,,,
02013,AK,Aleutians East,,,,0,0,0,0,0
02016,AK,Aleutians West,,,,0,0,0,0,0
02020,AK,Anchorage,,,,0,0,0,0,0
02050,AK,Bethel,,,,0,0,0,0,0
02060,AK,Bristol Bay,,,,0,0,0,0,0
02068,AK,Denali,,,,0,0,0,0,0
02070,AK,Dillingham,,,,0,0,0,0,0
02090,AK,Fairbanks North Star,,,,0,0,0,0,0
02100,AK,Haines,,,,0,0,0,0,0
02105,AK,Hoonah-Angoon,,,,0,0,0,0,0
02110,AK,Juneau,,,,0,0,0,0,0
02122,AK,Kenai Peninsula,,,,0,0,0,0,0
02130,AK,Ketchikan Gateway,,,,0,0,0,0,0
02150,AK,Kodiak Island,,,,0,0,0,0,0
02164,AK,Lake and Peninsula,,,,0,0,0,0,0
02170,AK,Matanuska-Susitna,,,,0,0,0,0,0
02180,AK,Nome,,,,0,0,0,0,0
02185,AK,North Slope,,,,0,0,0,0,0
02188,AK,Northwest Arctic,,,,0,0,0,0,0
02195,AK,Petersburg,,,,0,0,0,0,0
02198,AK,Prince of Wales-Hyder,,,,0,0,0,0,0
02201,AK,Prince of Wales-Outer Ketchi,,,,,,,,
02220,AK,Sitka,,,,0,0,0,0,0
02230,AK,Skagway,,,,0,0,0,0,0
02231,AK,Skagway-Yakutat-Angoon,,,,,,,,
02232,AK,Skagway-Hoonah-Angoon,,,,,,,,
02240,AK,Southeast Fairbanks,,,,0,0,0,0,0
02261,AK,Valdez-Cordova,,,,0,0,0,0,0
02270,AK,Wade Hampton,,,,0,0,0,0,0
02275,AK,Wrangell,,,,0,0,0,0,0
02280,AK,Wrangell-Petersburg,,,,,,,,
02282,AK,Yakutat,,,,0,0,0,0,0
02290,AK,Yukon-Koyukuk,,,,0,0,0,0,0
04001,AZ,Apache,0.7460754,0.9951802,0.6935429,0,0,0,0,0
04003,AZ,Cochise,0.7460754,0.9951802,0.6935429,0,0,0,0,0
04005,AZ,Coconino,0.7460754,0.9951802,0.6935429,0,0,0,0,0
04007,AZ,Gila,0.7460754,0.9951802,0.6935429,0,0,0,0,0
04009,AZ,Graham,0.7460754,0.9951802,0.6935429,0,0,0,0,0
04011,AZ,Greenlee,0.7460754,0.9951802,0.6935429,0,0,0,0,0
04012,AZ,La Paz,0.7460754,0.9951802,0.6935429,0,0,0,0,0
04013,AZ,Maricopa,0.7460754,0.9951802,0.6935429,0,0,0,0,0
04015,AZ,Mohave,0.7460754,0.9951802,0.6935429,0,0,0,0,0
04017,AZ,Navajo,0.7460754,0.9951802,0.6935429,0,0,0,0,0
04019,AZ,Pima,0.7460754,0.9951802,0.6935429,0,0,0,0,0
04021,AZ,Pinal,0.7460754,0.9951802,0.6935429,0,0,0,0,0
04023,AZ,Santa Cruz,0.7460754,0.9951802,0.6935429,0,0,0,0,0
04025,AZ,Yavapai,0.7460754,0.9951802,0.6935429,0,0,0,0,0
04027,AZ,Yuma,0.7460754,0.9951802,0.6935429,0,0,0,0,0
05001,AR,Arkansas,1.053402,0.9502338,1.025548,2,2,2,2,2
05003,AR,Ashley,1.095938,0.9748207,1.040049,2,2,2,2,2
05005,AR,Baxter,1.095938,0.9748207,1.040049,2,2,2,2,2
05007,AR,Benton,1.095938,0.9748207,1.040049,2,2,2,2,2
05009,AR,Boone,1.095938,0.9748207,1.040049,2,2,2,2,2
05011,AR,Bradley,1.053402,0.9502338,1.025548,2,2,2,2,2
05013,AR,Calhoun,1.053402,0.9502338,1.025548,2,2,2,2,2
05015,AR,Carroll,1.095938,0.9748207,1.040049,2,2,2,2,2
05017,AR,Chicot,1.053402,0.9502338,1.025548,2,2,2,2,2
05019,AR,Clark,1.053402,0.9502338,1.025548,2,2,2,2,2
05021,AR,Clay,0.9703046,0.9722159,0.9232891,2,2,2,2,2
05023,AR,Cleburne,1.053402,0.9502338,1.025548,2,2,2,2,2
05025,AR,Cleveland,1.053402,0.9502338,1.025548,2,2,2,2,2
05027,AR,Columbia,1.095938,0.9748207,1.040049,2,2,2,2,2
05029,AR,Conway,1.053402,0.9502338,1.025548,2,2,2,2,2
05031,AR,Craighead,0.9703046,0.9722159,0.9232891,2,2,2,2,2
05033,AR,Crawford,1.053402,0.9502338,1.025548,2,2,2,2,2
05035,AR,Crittenden,0.9703046,0.9722159,0.9232891,2,2,2,2,2
05037,AR,Cross,0.9703046,0.9722159,0.9232891,2,2,2,2,2
05039,AR,Dallas,1.053402,0.9502338,1.025548,2,2,2,2,2
05041,AR,Desha,1.053402,0.9502338,1.025548,2,2,2,2,2
05043,AR,Drew,1.053402,0.9502338,1.025548,2,2,2,2,2
05045,AR,Faulkner,1.053402,0.9502338,1.025548,2,2,2,2,2
05047,AR,Franklin,1.053402,0.9502338,1.025548,2,2,2,2,2
05049,AR,Fulton,1.095938,0.9748207,1.040049,2,2,2,2,2
05051,AR,Garland,1.053402,0.9502338,1.025548,2,2,2,2,2
05053,AR,Grant,1.053402,0.9502338,1.025548,2,2,2,2,2
05055,AR,Greene,0.9703046,0.9722159,0.9232891,2,2,2,2,2
05057,AR,Hempstead,1.095938,0.9748207,1.040049,2,2,2,2,2
05059,AR,Hot Spring,1.053402,0.9502338,1.025548,2,2,2,2,2
05061,AR,Howard,1.095938,0.9748207,1.040049,2,2,2,2,2
05063,AR,Independence,1.053402,0.9502338,1.025548,2,2,2,2,2
05065,AR,Izard,1.053402,0.9502338,1.025548,2,2,2,2,2
05067,AR,Jackson,1.053402,0.9502338,1.025548,2,2,2,2,2
05069,AR,Jefferson,1.053402,0.9502338,1.025548,2,2,2,2,2
05071,AR,Johnson,1.053402,0.9502338,1.025548,2,2,2,2,2
05073,AR,Lafayette,1.095938,0.9748207,1.040049,2,2,2,2,2
05075,AR,Lawrence,0.9703046,0.9722159,0.9232891,2,2,2,2,2
05077,AR,Lee,0.9703046,0.9722159,0.9232891,2,2,2,2,2
05079,AR,Lincoln,1.053402,0.9502338,1.025548,2,2,2,2,2
05081,AR,Little River,1.095938,0.9748207,1.040049,2,2,2,2,2
05083,AR,Logan,1.053402,0.9502338,1.025548,2,2,2,2,2
05085,AR,Lonoke,1.053402,0.9502338,1.025548,2,2,2,2,2
05087,AR,Madison,1.095938,0.9748207,1.040049,2,2,2,2,2
05089,AR,Marion,1.095938,0.9748207,1.040049,2,2,2,2,2
05091,AR,Miller,1.095938,0.9748207,1.040049,2,2,2,2,2
05093,AR,Mississippi,0.9703046,0.9722159,0.9232891,2,2,2,2,2
05095,AR,Monroe,1.053402,0.9502338,1.025548,2,2,2,2,2
05097,AR,Montgomery,1.053402,0.9502338,1.025548,2,2,2,2,2
05099,AR,Nevada,1.053402,0.9502338,1.025548,2,2,2,2,2
05101,AR,Newton,1.095938,0.9748207,1.040049,2,2,2,2,2
05103,AR,Ouachita,1.053402,0.9502338,1.025548,2,2,2,2,2
05105,AR,Perry,1.053402,0.9502338,1.025548,2,2,2,2,2
05107,AR,Phillips,0.9703046,0.9722159,0.9232891,2,2,2,2,2
05109,AR,Pike,1.053402,0.9502338,1.025548,2,2,2,2,2
05111,AR,Poinsett,0.9703046,0.9722159,0.9232891,2,2,2,2,2
05113,AR,Polk,1.053402,0.9502338,1.025548,2,2,2,2,2
05115,AR,Pope,1.053402,0.9502338,1.025548,2,2,2,2,2
05117,AR,Prairie,1.053402,0.9502338,1.025548,2,2,2,2,2
05119,AR,Pulaski,1.053402,0.9502338,1.025548,2,2,2,2,2
05121,AR,Randolph,0.9703046,0.9722159,0.9232891,2,2,2,2,2
05123,AR,St. Francis,0.9703046,0.9722159,0.9232891,2,2,2,2,2
05125,AR,Saline,1.053402,0.9502338,1.025548,2,2,2,2,2
05127,AR,Scott,1.053402,0.9502338,1.025548,2,2,2,2,2
05129,AR,Searcy,1.053402,0.9502338,1.025548,2,2,2,2,2
05131,AR,Sebastian,1.053402,0.9502338,1.025548,2,2,2,2,2
05133,AR,Sevier,1.095938,0.9748207,1.040049,2,2,2,2,2
05135,AR,Sharp,0.9703046,0.9722159,0.9232891,2,2,2,2,2
05137,AR,Stone,1.053402,0.9502338,1.025548,2,2,2,2,2
05139,AR,Union,1.095938,0.9748207,1.040049,2,2,2,2,2
05141,AR,Van Buren,1.053402,0.9502338,1.025548,2,2,2,2,2
05143,AR,Washington,1.053402,0.9502338,1.025548,2,2,2,2,2
05145,AR,White,1.053402,0.9502338,1.025548,2,2,2,2,2
05147,AR,Woodruff,1.053402,0.9502338,1.025548,2,2,2,2,2
05149,AR,Yell,1.053402,0.9502338,1.025548,2,2,2,2,2
06001,CA,Alameda,1.122215,1.164422,0.8915755,7.25,7.25,0,7.25,0
06003,CA,Alpine,1.032918,1.089488,0.8770728,7.25,7.25,0,7.25,0
06005,CA,Amador,1.032918,1.089488,0.8770728,7.25,7.25,0,7.25,0
06007,CA,Butte,0.9964433,1.130546,0.8153738,7.25,7.25,0,7.25,0
06009,CA,Calaveras,1.032918,1.089488,0.8770728,7.25,7.25,0,7.25,0
06011,CA,Colusa,1.032918,1.089488,0.8770728,7.25,7.25,0,7.25,0
06013,CA,Contra Costa,1.122215,1.164422,0.8915755,7.25,7.25,0,7.25,0
06015,CA,Del Norte,0.9964433,1.130546,0.8153738,7.25,7.25,0,7.25,0
06017,CA,El Dorado,1.032918,1.089488,0.8770728,7.25,7.25,0,7.25,0
06019,CA,Fresno,0.9964433,1.130546,0.8153738,7.25,7.25,0,7.25,0
06021,CA,Glenn,0.9964433,1.130546,0.8153738,7.25,7.25,0,7.25,0
06023,CA,Humboldt,0.9964433,1.130546,0.8153738,7.25,7.25,0,7.25,0
06025,CA,Imperial,0.9964433,1.130546,0.8153738,7.25,7.25,0,7.25,0
06027,CA,Inyo,0.9964433,1.130546,0.8153738,7.25,7.25,0,7.25,0
06029,CA,Kern,0.9964433,1.130546,0.8153738,7.25,7.25,0,7.25,0
06031,CA,Kings,0.9964433,1.130546,0.8153738,7.25,7.25,0,7.25,0
06033,CA,Lake,1.122215,1.164422,0.8915755,7.25,7.25,0,7.25,0
06035,CA,Lassen,0.9964433,1.130546,0.8153738,7.25,7.25,0,7.25,0
06037,CA,Los Angeles,1.019708,1.102873,0.8553471,7.25,7.25,0,7.25,0
06039,CA,Madera,0.9964433,1.130546,0.8153738,7.25,7.25,0,7.25,0
06041,CA,Marin,1.122215,1.164422,0.8915755,7.25,7.25,0,7.25,0
06043,CA,Mariposa,0.9964433,1.130546,0.8153738,7.25,7.25,0,7.25,0
06045,CA,Mendocino,1.122215,1.164422,0.8915755,7.25,7.25,0,7.25,0
06047,CA,Merced,0.9964433,1.130546,0.8153738,7.25,7.25,0,7.25,0
06049,CA,Modoc,0.9964433,1.130546,0.8153738,7.25,7.25,0,7.25,0
06051,CA,Mono,1.032918,1.089488,0.8770728,7.25,7.25,0,7.25,0
06053,CA,Monterey,0.9964433,1.130546,0.8153738,7.25,7.25,0,7.25,0
06055,CA,Napa,1.122215,1.164422,0.8915755,7.25,7.25,0,7.25,0
06057,CA,Nevada,1.032918,1.089488,0.8770728,7.25,7.25,0,7.25,0
06059,CA,Orange,1.019708,1.102873,0.8553471,7.25,7.25,0,7.25,0
06061,CA,Placer,1.032918,1.089488,0.8770728,7.25,7.25,0,7.25,0
06063,CA,Plumas,1.032918,1.089488,0.8770728,7.25,7.25,0,7.25,0
06065,CA,Riverside,1.019708,1.102873,0.8553471,7.25,7.25,0,7.25,0
06067,CA,Sacramento,1.032918,1.089488,0.8770728,7.25,7.25,0,7.25,0
06069,CA,San Benito,0.9964433,1.130546,0.8153738,7.25,7.25,0,7.25,0
06071,CA,San Bernardino,1.019708,1.102873,0.8553471,7.25,7.25,0,7.25,0
06073,CA,San Diego,1.032918,1.089488,0.8770728,7.25,7.25,0,7.25,0
06075,CA,San Francisco,1.122215,1.164422,0.8915755,7.25,7.25,0,7.25,0
06077,CA,San Joaquin,1.032918,1.089488,0.8770728,7.25,7.25,0,7.25,0
06079,CA,San Luis Obispo,0.9964433,1.130546,0.8153738,7.25,7.25,0,7.25,0
06081,CA,San Mateo,1.122215,1.164422,0.8915755,7.25,7.25,0,7.25,0
06083,CA,Santa Barbara,0.9964433,1.130546,0.8153738,7.25,7.25,0,7.25,0
06085,CA,Santa Clara,1.122215,1.164422,0.8915755,7.25,7.25,0,7.25,0
06087,CA,Santa Cruz,0.9964433,1.130546,0.8153738,7.25,7.25,0,7.25,0
06089,CA,Shasta,0.9964433,1.130546,0.8153738,7.25,7.25,0,7.25,0
06091,CA,Sierra,1.032918,1.089488,0.8770728,7.25,7.25,0,7.25,0
06093,CA,Siskiyou,0.9964433,1.130546,0.8153738,7.25,7.25,0,7.25,0
06095,CA,Solano,1.122215,1.164422,0.8915755,7.25,7.25,0,7.25,0
06097,CA,Sonoma,1.122215,1.164422,0.8915755,7.25,7.25,0,7.25,0
06099,CA,Stanislaus,1.032918,1.089488,0.8770728,7.25,7.25,0,7.25,0
06101,CA,Sutter,1.032918,1.089488,0.8770728,7.25,7.25,0,7.25,0
06103,CA,Tehama,0.9964433,1.130546,0.8153738,7.25,7.25,0,7.25,0
06105,CA,Trinity,0.9964433,1.130546,0.8153738,7.25,7.25,0,7.25,0
06107,CA,Tulare,0.9964433,1.130546,0.8153738,7.25,7.25,0,7.25,0
06109,CA,Tuolumne,1.032918,1.089488,0.8770728,7.25,7.25,0,7.25,0
06111,CA,Ventura,0.9964433,1.130546,0.8153738,7.25,7.25,0,7.25,0
06113,CA,Yolo,1.032918,1.089488,0.8770728,7.25,7.25,0,7.25,0
06115,CA,Yuba,1.032918,1.089488,0.8770728,7.25,7.25,0,7.25,0
08001,CO,Adams,0.7460754,0.9951802,0.6935429,2.91,2.91,0,0,0
08003,CO,Alamosa,0.9400685,1.079599,0.8055444,2.91,2.91,0,0,0
08005,CO,Arapahoe,0.7460754,0.9951802,0.6935429,2.91,2.91,0,0,0
08007,CO,Archuleta,0.9400685,1.079599,0.8055444,2.91,2.91,0,0,0
08009,CO,Baca,0.9400685,1.079599,0.8055444,2.91,2.91,0,0,0
08011,CO,Bent,0.9400685,1.079599,0.8055444,2.91,2.91,0,0,0
08013,CO,Boulder,0.7460754,0.9951802,0.6935429,2.91,2.91,0,0,0
08014,CO,Broomfield,0.7460754,0.9951802,0.6935429,2.91,2.91,0,0,0
08014,CO,Broomfield,0.7460754,0.9951802,0.6935429,2.91,2.91,0,0,0
08015,CO,Chaffee,0.7460754,0.9951802,0.6935429,2.91,2.91,0,0,0
08017,CO,Cheyenne,0.9400685,1.079599,0.8055444,2.91,2.91,0,0,0
08019,CO,Clear Creek,0.7460754,0.9951802,0.6935429,2.91,2.91,0,0,0
08021,CO,Conejos,0.9400685,1.079599,0.8055444,2.91,2.91,0,0,0
08023,CO,Costilla,0.9400685,1.079599,0.8055444,2.91,2.91,0,0,0
08025,CO,Crowley,0.9400685,1.079599,0.8055444,2.91,2.91,0,0,0
08027,CO,Custer,0.9400685,1.079599,0.8055444,2.91,2.91,0,0,0
08029,CO,Delta,0.9400685,1.079599,0.8055444,2.91,2.91,0,0,0
08031,CO,Denver,0.7460754,0.9951802,0.6935429,2.91,2.91,0,0,0
08033,CO,Dolores,0.9400685,1.079599,0.8055444,2.91,2.91,0,0,0
08035,CO,Douglas,0.7460754,0.9951802,0.6935429,2.91,2.91,0,0,0
08037,CO,Eagle,0.7460754,0.9951802,0.6935429,2.91,2.91,0,0,0
08039,CO,Elbert,0.7460754,0.9951802,0.6935429,2.91,2.91,0,0,0
08041,CO,El Paso,0.7460754,0.9951802,0.6935429,2.91,2.91,0,0,0
08043,CO,Fremont,0.9400685,1.079599,0.8055444,2.91,2.91,0,0,0
08045,CO,Garfield,0.9400685,1.079599,0.8055444,2.91,2.91,0,0,0
08047,CO,Gilpin,0.7460754,0.9951802,0.6935429,2.91,2.91,0,0,0
08049,CO,Grand,0.7460754,0.9951802,0.6935429,2.91,2.91,0,0,0
08051,CO,Gunnison,0.9400685,1.079599,0.8055444,2.91,2.91,0,0,0
08053,CO,Hinsdale,0.9400685,1.079599,0.8055444,2.91,2.91,0,0,0
08055,CO,Huerfano,0.9400685,1.079599,0.8055444,2.91,2.91,0,0,0
08057,CO,Jackson,0.9400685,1.079599,0.8055444,2.91,2.91,0,0,0
08059,CO,Jefferson,0.7460754,0.9951802,0.6935429,2.91,2.91,0,0,0
08061,CO,Kiowa,0.9400685,1.079599,0.8055444,2.91,2.91,0,0,0
08063,CO,Kit Carson,0.9400685,1.079599,0.8055444,2.91,2.91,0,0,0
08065,CO,Lake,0.7460754,0.9951802,0.6935429,2.91,2.91,0,0,0
08067,CO,La Plata,0.9400685,1.079599,0.8055444,2.91,2.91,0,0,0
08069,CO,Larimer,0.7460754,0.9951802,0.6935429,2.91,2.91,0,0,0
08071,CO,Las Animas,0.9400685,1.079599,0.8055444,2.91,2.91,0,0,0
08073,CO,Lincoln,0.7460754,0.9951802,0.6935429,2.91,2.91,0,0,0
08075,CO,Logan,0.7460754,0.9951802,0.6935429,2.91,2.91,0,0,0
08077,CO,Mesa,0.9400685,1.079599,0.8055444,2.91,2.91,0,0,0
08079,CO,Mineral,0.9400685,1.079599,0.8055444,2.91,2.91,0,0,0
08081,CO,Moffat,0.7460754,0.9951802,0.6935429,2.91,2.91,0,0,0
08083,CO,Montezuma,0.9400685,1.079599,0.8055444,2.91,2.91,0,0,0
08085,CO,Montrose,0.9400685,1.079599,0.8055444,2.91,2.91,0,0,0
08087,CO,Morgan,0.7460754,0.9951802,0.6935429,2.91,2.91,0,0,0
08089,CO,Otero,0.9400685,1.079599,0.8055444,2.91,2.91,0,0,0
08091,CO,Ouray,0.9400685,1.079599,0.8055444,2.91,2.91,0,0,0
08093,CO,Park,0.7460754,0.9951802,0.6935429,2.91,2.91,0,0,0
08095,CO,Phillips,0.9400685,1.079599,0.8055444,2.91,2.91,0,0,0
08097,CO,Pitkin,0.9400685,1.079599,0.8055444,2.91,2.91,0,0,0
08099,CO,Prowers,0.9400685,1.079599,0.8055444,2.91,2.91,0,0,0
08101,CO,Pueblo,0.7460754,0.9951802,0.6935429,2.91,2.91,0,0,0
08103,CO,Rio Blanco,0.9400685,1.079599,0.8055444,2.91,2.91,0,0,0
08105,CO,Rio Grande,0.9400685,1.079599,0.8055444,2.91,2.91,0,0,0
08107,CO,Routt,0.7460754,0.9951802,0.6935429,2.91,2.91,0,0,0
08109,CO,Saguache,0.9400685,1.079599,0.8055444,2.91,2.91,0,0,0
08111,CO,San Juan,0.9400685,1.079599,0.8055444,2.91,2.91,0,0,0
08113,CO,San Miguel,0.9400685,1.079599,0.8055444,2.91,2.91,0,0,0
08115,CO,Sedgwick,0.9400685,1.079599,0.8055444,2.91,2.91,0,0,0
08117,CO,Summit,0.7460754,0.9951802,0.6935429,2.91,2.91,0,0,0
08119,CO,Teller,0.7460754,0.9951802,0.6935429,2.91,2.91,0,0,0
08121,CO,Washington,0.7460754,0.9951802,0.6935429,2.91,2.91,0,0,0
08123,CO,Weld,0.7460754,0.9951802,0.6935429,2.91,2.91,0,0,0
08125,CO,Yuma,0.9400685,1.079599,0.8055444,2.91,2.91,0,0,0
09001,CT,Fairfield,1.217211,0.9060665,1.242792,6,6,0,0,0
09003,CT,Hartford,1.163639,1.072916,1.003332,6,6,0,0,0
09005,CT,Litchfield,1.163639,1.072916,1.003332,6,6,0,0,0
09007,CT,Middlesex,1.163639,1.072916,1.003332,6,6,0,0,0
09009,CT,New Haven,1.163639,1.072916,1.003332,6,6,0,0,0
09011,CT,New London,1.163639,1.072916,1.003332,6,6,0,0,0
09013,CT,Tolland,1.163639,1.072916,1.003332,6,6,0,0,0
09015,CT,Windham,1.084805,0.9302243,1.078838,6,6,0,0,0
10001,DE,Kent,1.147299,0.9556472,1.110635,0,0,0,0,0
10003,DE,New Castle,1.147299,0.9556472,1.110635,0,0,0,0,0
10005,DE,Sussex,1.16363,1.104313,0.9747986,0,0,0,0,0
11001,DC,District of Columbia,1.16363,1.104313,0.9747986,6,6,0,6,0
12001,FL,Alachua,1.114266,0.9753885,1.056827,6,6,0,6,0
12003,FL,Baker,1.114266,0.9753885,1.056827,6,6,0,6,0
12005,FL,Bay,1.082025,0.9486629,1.055159,6,6,0,6,0
12007,FL,Bradford,1.114266,0.9753885,1.056827,6,6,0,6,0
12009,FL,Brevard,1.114266,0.9753885,1.056827,6,6,0,6,0
12011,FL,Broward,1.216942,0.9744867,1.155278,6,6,0,6,0
12013,FL,Calhoun,1.082025,0.9486629,1.055159,6,6,0,6,0
12015,FL,Charlotte,1.216942,0.9744867,1.155278,6,6,0,6,0
12017,FL,Citrus,1.216942,0.9744867,1.155278,6,6,0,6,0
12019,FL,Clay,1.114266,0.9753885,1.056827,6,6,0,6,0
12021,FL,Collier,1.216942,0.9744867,1.155278,6,6,0,6,0
12023,FL,Columbia,1.114266,0.9753885,1.056827,6,6,0,6,0
12025,FL,Dade,,,,,,,,
12027,FL,DeSoto,1.216942,0.9744867,1.155278,6,6,0,6,0
12029,FL,Dixie,1.082025,0.9486629,1.055159,6,6,0,6,0
12031,FL,Duval,1.114266,0.9753885,1.056827,6,6,0,6,0
12033,FL,Escambia,1.082025,0.9486629,1.055159,6,6,0,6,0
12035,FL,Flagler,1.114266,0.9753885,1.056827,6,6,0,6,0
12037,FL,Franklin,1.082025,0.9486629,1.055159,6,6,0,6,0
12039,FL,Gadsden,1.082025,0.9486629,1.055159,6,6,0,6,0
12041,FL,Gilchrist,1.114266,0.9753885,1.056827,6,6,0,6,0
12043,FL,Glades,1.216942,0.9744867,1.155278,6,6,0,6,0
12045,FL,Gulf,1.082025,0.9486629,1.055159,6,6,0,6,0
12047,FL,Hamilton,1.114266,0.9753885,1.056827,6,6,0,6,0
12049,FL,Hardee,1.216942,0.9744867,1.155278,6,6,0,6,0
12051,FL,Hendry,1.216942,0.9744867,1.155278,6,6,0,6,0
12053,FL,Hernando,1.216942,0.9744867,1.155278,6,6,0,6,0
12055,FL,Highlands,1.216942,0.9744867,1.155278,6,6,0,6,0
12057,FL,Hillsborough,1.216942,0.9744867,1.155278,6,6,0,6,0
12059,FL,Holmes,1.082025,0.9486629,1.055159,6,6,0,6,0
12061,FL,Indian River,1.216942,0.9744867,1.155278,6,6,0,6,0
