FIPS,State,County,LACCESS_POP10,PCT_LACCESS_POP10,LACCESS_LOWI10,PCT_LACCESS_LOWI10,LACCESS_CHILD10,PCT_LACCESS_CHILD10,LACCESS_SENIORS10,PCT_LACCESS_SENIORS10,LACCESS_HHNV10,PCT_LACCESS_HHNV10
01001,AL,Autauga,18428.43969,33.7696573,5344.427472,9.793530396,4822.500269,8.837111779,2388.233228,4.376377982,664.2164872,3.284785556
01003,AL,Baldwin,35210.81408,19.3184726,9952.144027,5.460260624,7916.131932,4.34319915,6404.008603,3.513570133,1571.779915,2.14782716
01005,AL,Barbour,5722.305602,20.84097171,3135.676086,11.42031572,940.4193265,3.425062194,770.2145501,2.805166443,406.1423722,4.135869371
01007,AL,Bibb,1044.867327,4.559752683,491.4490662,2.144660992,249.2047527,1.087518013,150.5533234,0.657007739,275.060875,3.458580095
01009,AL,Blount,1548.175559,2.700840095,609.0277084,1.062467654,384.9116074,0.671490191,195.0490512,0.340269096,705.4667827,3.269379844
01011,AL,Bullock,4089.983548,37.47465226,2199.359828,20.15173014,607.0978682,5.56256064,554.3880207,5.079604368,272.8442583,7.285560969
01013,AL,Butler,1307.819706,6.243470213,593.2251386,2.832029115,264.8260771,1.264267328,254.9544283,1.217140537,395.0316718,4.652357458
01015,AL,Calhoun,30901.15059,26.06108574,11909.16286,10.04382389,6959.887106,5.869756019,4974.957133,4.195726759,1252.150186,2.64551813
01017,AL,Chambers,6748.213223,19.72296719,3018.284747,8.821524906,1531.676677,4.476623344,1170.805467,3.421906963,616.6968134,4.426159574
01019,AL,Cherokee,79.41023456,0.305553252,34.48386235,0.132686376,17.32604694,0.066666847,9.222339636,0.03548555,378.7374593,3.564252393
01021,AL,Chilton,1456.677891,3.337712557,736.9575767,1.688604305,333.4918078,0.764135847,241.6945694,0.553799165,499.8050984,3.018511284
01023,AL,Choctaw,2612.253868,18.84879045,1611.534003,11.62806842,534.2438181,3.85485113,438.8776458,3.166733861,380.7032748,6.489997865
01025,AL,Clarke,5060.660983,19.58990819,2901.694996,11.23251266,1360.621666,5.26699054,729.1345058,2.822492571,752.0063502,7.274899392
01027,AL,Clay,742.7716979,5.331407536,268.7410821,1.928948336,164.052881,1.177525704,134.7189454,0.966974917,186.3709324,3.286965297
01029,AL,Cleburne,146.8634959,0.980921025,80.38999127,0.536935555,31.67116727,0.211535982,29.17774384,0.194882072,208.8075708,3.544518261
01031,AL,Coffee,11395.3204,22.81436775,3708.844615,7.425411658,2727.296868,5.46027242,1493.505415,2.990120556,884.1118849,4.454188548
01033,AL,Colbert,9519.551153,17.49017262,2770.284911,5.08981574,2271.976381,4.174278645,1593.647086,2.927991265,532.4915335,2.338258172
01035,AL,Conecuh,3725.78157,28.16587217,1955.507812,14.78309504,723.0978249,5.466418392,779.0402213,5.889327345,372.4612989,6.621534203
01037,AL,Coosa,2837.242738,24.58828961,752.8597844,6.524480323,498.0709808,4.316413734,565.5642203,4.901327848,169.1496671,3.52836185
01039,AL,Covington,3334.140948,8.828653377,1150.606434,3.046753433,681.5109678,1.804610003,657.1533103,1.740112036,663.0434589,4.269161412
01041,AL,Crenshaw,5383.8864,38.71628362,2202.067047,15.83537355,1297.00316,9.326931968,779.0240731,5.602071574,372.7253655,6.594574761
01043,AL,Cullman,6295.387759,7.829499986,2535.502139,3.153374299,1477.525744,1.837581454,1170.915966,1.456254466,985.3201156,3.092267498
01045,AL,Dale,13846.95984,27.55559062,5167.723678,10.28382257,3824.170242,7.610137593,1375.399645,2.737059252,538.9416152,2.685978646
01047,AL,Dallas,7785.597207,17.7672232,5067.105731,11.56345443,1959.974756,4.472785842,1274.107116,2.907592688,1066.855647,6.252084196
01049,AL,DeKalb,2679.852662,3.768654688,1603.039231,2.254340844,890.0090642,1.251612404,258.2532407,0.363179402,1109.969476,4.135196616
01051,AL,Elmore,15011.50492,18.9293027,5201.940725,6.559576214,3157.389343,3.981424843,1592.191833,2.007732158,878.8675789,3.105429416
01053,AL,Escambia,5188.706191,13.54081837,2903.320779,7.576713325,1285.770057,3.3554374,803.1434271,2.095940466,557.9560123,3.941202319
01055,AL,Etowah,24779.19275,23.72804055,9001.224579,8.619385788,5286.960695,5.062683802,4824.136583,4.619493042,1164.010964,2.769081179
01057,AL,Fayette,437.5118941,2.537624813,229.2411441,1.329627887,109.7868666,0.636777835,66.63527474,0.386493096,248.0121931,3.49312948
01059,AL,Franklin,3073.774789,9.695227066,1155.260337,3.643894576,813.9714487,2.567409313,399.2148404,1.25919392,459.4653077,3.739746929
01061,AL,Geneva,605.9970532,2.262027074,249.2305715,0.93031195,135.1430736,0.504453429,93.42048333,0.34871401,182.2589834,1.66903831
01063,AL,Greene,3286.514964,36.33515715,1895.323466,20.95437773,794.4206165,8.782980835,522.3380058,5.774881213,301.2159165,8.002548261
01065,AL,Hale,87.11485878,0.552759256,35.66001596,0.226269137,26.00244253,0.164990118,11.76429124,0.074646518,506.517277,8.074562043
01067,AL,Henry,386.3128906,2.232764366,172.8132423,0.998805007,94.71980448,0.547450032,54.71389304,0.316228719,345.8180348,4.944495779
01069,AL,Houston,21404.32788,21.07824739,7445.464295,7.332037672,5582.859229,5.497808137,2620.315374,2.580396638,997.4132792,2.434556077
01071,AL,Jackson,4855.062529,9.121428088,2174.282572,4.084924139,1129.401889,2.121858998,722.6645885,1.357703024,752.3885816,3.497367088
01073,AL,Jefferson,209261.4587,31.78014638,75209.93406,11.42199203,50218.99491,7.62666484,26850.51656,4.077737736,7538.35568,2.86011795
01075,AL,Lamar,92.38193741,0.634317065,52.19318532,0.358371226,18.6674604,0.128175367,13.05889055,0.089665549,208.631802,3.418512239
01077,AL,Lauderdale,14583.69352,15.73061247,5172.541611,5.579330606,3032.151363,3.270611659,2341.767869,2.525933695,902.9577697,2.334430635
01079,AL,Lawrence,1349.438484,3.929754751,564.6905246,1.644458268,335.368242,0.976639512,192.7064577,0.561188321,465.2305074,3.407283634
01081,AL,Lee,43794.80745,31.22691212,15920.39105,11.35168028,9268.509054,6.608703968,3504.653337,2.498915012,1538.824771,2.763594646
01083,AL,Limestone,10137.457,12.24596772,3269.77431,3.949861455,1936.129183,2.338828711,1518.517334,1.834356906,872.1325006,2.773429055
01085,AL,Lowndes,5502.701934,48.70078709,2962.513063,26.21925005,1269.057421,11.23159059,834.559381,7.386134888,553.2333709,12.71216385
01087,AL,Macon,7505.708743,34.98838683,4121.53955,19.21284519,1744.578026,8.13247262,1050.542259,4.897176295,842.8071728,9.916545156
01089,AL,Madison,110052.1281,32.86992604,27134.82183,8.104519215,26275.71792,7.847925523,12421.19335,3.709911966,2828.198932,2.099628012
01091,AL,Marengo,5586.990602,26.57055501,3183.291705,15.13906741,1400.576676,6.660848793,882.3423619,4.196235135,412.5119049,4.833179905
01093,AL,Marion,538.0911004,1.748411426,195.7682508,0.636106872,135.3249536,0.439709363,99.41482152,0.323027104,438.4301899,3.465577345
01095,AL,Marshall,12813.73718,13.77539769,6102.726107,6.560730718,3482.590944,3.743956551,1677.682036,1.803590703,1255.949116,3.507258074
01097,AL,Mobile,112773.596,27.30648439,43729.81805,10.58853877,28440.32472,6.886410564,14569.02635,3.527677619,3561.680403,2.248038882
01099,AL,Monroe,7149.038887,30.99115176,3909.232972,16.94656222,1803.207083,7.816919902,1157.817916,5.019151707,629.2498529,6.829279931
01101,AL,Montgomery,64259.79931,28.01663708,25876.15529,11.28174783,16619.08128,7.245755106,7483.779288,3.262853768,2359.201669,2.621888697
