FIPS,State,County,REDEMP_SNAPS08,REDEMP_SNAPS12,PCH_REDEMP_SNAPS_08_12,PCT_SNAP09,PCT_SNAP14,PCH_SNAP_09_14,PC_SNAPBEN08,PC_SNAPBEN10,PCH_PC_SNAPBEN_08_10,SNAP_PART_RATE08,SNAP_PART_RATE10,SNAP_OAPP00,SNAP_OAPP05,SNAP_OAPP10,SNAP_FACEWAIVER00,SNAP_FACEWAIVER05,SNAP_FACEWAIVER10,SNAP_VEHEXCL00,SNAP_VEHEXCL05,SNAP_VEHEXCL10,SNAP_BBCE00,SNAP_BBCE05,SNAP_BBCE10,SNAP_REPORTSIMPLE00,SNAP_REPORTSIMPLE05,SNAP_REPORTSIMPLE10,PCT_NSLP09,PCT_NSLP14,PCH_NSLP_09_14,PCT_FREE_LUNCH06,PCT_FREE_LUNCH10,PCT_REDUCED_LUNCH06,PCT_REDUCED_LUNCH10,PCT_SBP09,PCT_SBP14,PCH_SBP_09_14,PCT_SFSP09,PCT_SFSP14,PCH_SFSP_09_14,PC_WIC_REDEMP08,PC_WIC_REDEMP12,PCH_PC_WIC_REDEMP_08_12,REDEMP_WICS08,REDEMP_WICS12,PCH_REDEMP_WICS_08_12,PCT_WIC09,PCT_WIC14,PCH_WIC_09_14,PCT_CACFP09,PCT_CACFP14,PCH_CACFP_09_14,FDPIR12
01001,AL,Autauga,178994.0469,301432.0811,68.40341134,14.4230222,18.60183621,4.178814013,9.676490448,16.59905458,71.54002967,67,79,0,0,0,0,0,1,0,1,1,0,0,1,0,1,1,12.31505542,10.95161505,-1.363440376,28.6,36.11672052,8.5,6.886106624,4.509007566,4.876595035,0.367587468,0.564889562,0.873699859,0.308810297,19.26266,16.63944,-13.61819,161658.7,184744.3,14.28049,2.990416904,2.70233166,-0.288085244,0.916089934,0.928057357,0.011967423,0
01003,AL,Baldwin,160833.4867,274394.5037,70.60781885,14.4230222,18.60183621,4.178814013,5.626745057,13.48497725,139.6585791,67,79,0,0,0,0,0,1,0,1,1,0,0,1,0,1,1,12.31505542,10.95161505,-1.363440376,27.2,36.76193858,9.2,5.542339783,4.509007566,4.876595035,0.367587468,0.564889562,0.873699859,0.308810297,17.85356,17.92161,0.3811479,125840.5,126639.4,0.6348812,2.990416904,2.70233166,-0.288085244,0.916089934,0.928057357,0.011967423,0
01005,AL,Barbour,295348.4607,325496.5608,10.20763744,14.4230222,18.60183621,4.178814013,17.08506502,27.47688505,60.82400047,67,79,0,0,0,0,0,1,0,1,1,0,0,1,0,1,1,12.31505542,10.95161505,-1.363440376,65.4,66.38896121,7.1,4.582140068,4.509007566,4.876595035,0.367587468,0.564889562,0.873699859,0.308810297,35.84205,40.42276,12.78026,178230.6,157077.1,-11.86862,2.990416904,2.70233166,-0.288085244,0.916089934,0.928057357,0.011967423,0
01007,AL,Bibb,293106.955,356444.032,21.60886186,14.4230222,18.60183621,4.178814013,11.46417157,21.61461038,88.54053471,67,79,0,0,0,0,0,1,0,1,1,0,0,1,0,1,1,12.31505542,10.95161505,-1.363440376,45.6,53.5022779,15.4,9.253986333,4.509007566,4.876595035,0.367587468,0.564889562,0.873699859,0.308810297,25.7193,21.74258,-15.46202,92542.33,98263.4,6.182112,2.990416904,2.70233166,-0.288085244,0.916089934,0.928057357,0.011967423,0
01009,AL,Blount,199859.3402,229730.0226,14.9458526,14.4230222,18.60183621,4.178814013,8.998915689,18.66050706,107.3639504,67,79,0,0,0,0,0,1,0,1,1,0,0,1,0,1,1,12.31505542,10.95161505,-1.363440376,30.4,43.93136026,10.2,8.097946592,4.509007566,4.876595035,0.367587468,0.564889562,0.873699859,0.308810297,17.81256,15.47159,-13.14226,102945.9,149110,44.84305,2.990416904,2.70233166,-0.288085244,0.916089934,0.928057357,0.011967423,0
01011,AL,Bullock,235172.5996,211588.9137,-10.0282456,14.4230222,18.60183621,4.178814013,20.3659616,33.21964695,63.11356959,67,79,0,0,0,0,0,1,0,1,1,0,0,1,0,1,1,12.31505542,10.95161505,-1.363440376,82.3,90.12032932,7.3,0.126662445,4.509007566,4.876595035,0.367587468,0.564889562,0.873699859,0.308810297,,,,,,,2.990416904,2.70233166,-0.288085244,0.916089934,0.928057357,0.011967423,0
01013,AL,Butler,234638.4161,345604.869,47.29253405,14.4230222,18.60183621,4.178814013,19.13638392,30.76377211,60.76063397,67,79,0,0,0,0,0,1,0,1,1,0,0,1,0,1,1,12.31505542,10.95161505,-1.363440376,61.1,67.87410926,12.4,7.244655582,4.509007566,4.876595035,0.367587468,0.564889562,0.873699859,0.308810297,40.04169,40.12669,0.212286,134613.5,203713.2,51.33193,2.990416904,2.70233166,-0.288085244,0.916089934,0.928057357,0.011967423,0
01015,AL,Calhoun,240770.7673,315617.5026,31.08630512,14.4230222,18.60183621,4.178814013,15.49669964,25.40460262,63.9355683,67,79,0,0,0,0,0,1,0,1,1,0,0,1,0,1,1,12.31505542,10.95161505,-1.363440376,42.2,50.9823921,10,7.096843461,4.509007566,4.876595035,0.367587468,0.564889562,0.873699859,0.308810297,24.50327,24.13542,-1.501256,126327.7,148999.4,17.94666,2.990416904,2.70233166,-0.288085244,0.916089934,0.928057357,0.011967423,0
01017,AL,Chambers,314774.336,327935.7883,4.181234252,14.4230222,18.60183621,4.178814013,17.81104052,29.59379373,66.15421029,67,79,0,0,0,0,0,1,0,1,1,0,0,1,0,1,1,12.31505542,10.95161505,-1.363440376,58.4,65.13009629,10.2,5.7365294,4.509007566,4.876595035,0.367587468,0.564889562,0.873699859,0.308810297,26.92083,28.52697,5.96619,154673.6,161957.1,4.708968,2.990416904,2.70233166,-0.288085244,0.916089934,0.928057357,0.011967423,0
01019,AL,Cherokee,174247.1154,242354.8713,39.08687712,14.4230222,18.60183621,4.178814013,15.46648643,25.00540704,61.67477431,67,79,0,0,0,0,0,1,0,1,1,0,0,1,0,1,1,12.31505542,10.95161505,-1.363440376,40.8,50.82087724,10.1,9.629992649,4.509007566,4.876595035,0.367587468,0.564889562,0.873699859,0.308810297,23.12612,27.36524,18.33041,112915.6,118678.5,5.103687,2.990416904,2.70233166,-0.288085244,0.916089934,0.928057357,0.011967423,0
01021,AL,Chilton,287260.5745,247911.5947,-13.69800918,14.4230222,18.60183621,4.178814013,14.77499844,27.22798675,84.28419373,67,79,0,0,0,0,0,1,0,1,1,0,0,1,0,1,1,12.31505542,10.95161505,-1.363440376,39.1,52.30945413,10.6,6.820206133,4.509007566,4.876595035,0.367587468,0.564889562,0.873699859,0.308810297,23.90553,22.55591,-5.645612,145810,141196.8,-3.163887,2.990416904,2.70233166,-0.288085244,0.916089934,0.928057357,0.011967423,0
01023,AL,Choctaw,146399.6947,199087.268,35.98885458,14.4230222,18.60183621,4.178814013,19.6158489,28.95334148,47.60177667,67,79,0,0,0,0,0,1,0,1,1,0,0,1,0,1,1,12.31505542,10.95161505,-1.363440376,68.2,68.343697,8.9,8.083663086,4.509007566,4.876595035,0.367587468,0.564889562,0.873699859,0.308810297,25.58854,,,72072.68,,,2.990416904,2.70233166,-0.288085244,0.916089934,0.928057357,0.011967423,0
01025,AL,Clarke,286113.2525,404583.4063,41.40673415,14.4230222,18.60183621,4.178814013,18.06655498,29.4154617,62.81721519,67,79,0,0,0,0,0,1,0,1,1,0,0,1,0,1,1,12.31505542,10.95161505,-1.363440376,53.2,60.06493506,10.1,7.345779221,4.509007566,4.876595035,0.367587468,0.564889562,0.873699859,0.308810297,35.38964,34.33015,-2.993797,66390.97,107972.6,62.63146,2.990416904,2.70233166,-0.288085244,0.916089934,0.928057357,0.011967423,0
01027,AL,Clay,79622.33957,181439.6725,127.8753343,14.4230222,18.60183621,4.178814013,8.099756162,19.4196973,139.7565669,67,79,0,0,0,0,0,1,0,1,1,0,0,1,0,1,1,12.31505542,10.95161505,-1.363440376,42.9,52.42013553,14.4,11.9070668,4.509007566,4.876595035,0.367587468,0.564889562,0.873699859,0.308810297,,,,,,,2.990416904,2.70233166,-0.288085244,0.916089934,0.928057357,0.011967423,0
01029,AL,Cleburne,103869.5361,157971.5238,52.08648252,14.4230222,18.60183621,4.178814013,10.80686754,21.05428487,94.82319738,67,79,0,0,0,0,0,1,0,1,1,0,0,1,0,1,1,12.31505542,10.95161505,-1.363440376,42.5,48.55751218,12.2,10.22855002,4.509007566,4.876595035,0.367587468,0.564889562,0.873699859,0.308810297,20.60166,21.11114,2.472974,60717.22,62624.08,3.140558,2.990416904,2.70233166,-0.288085244,0.916089934,0.928057357,0.011967423,0
01031,AL,Coffee,329780.5582,306212.2629,-7.14666001,14.4230222,18.60183621,4.178814013,8.250825083,15.22631802,84.5429744,67,79,0,0,0,0,0,1,0,1,1,0,0,1,0,1,1,12.31505542,10.95161505,-1.363440376,32.7,36.33523645,9,7.939243779,4.509007566,4.876595035,0.367587468,0.564889562,0.873699859,0.308810297,26.03889,21.86827,-16.01688,177708,140099.1,-21.16331,2.990416904,2.70233166,-0.288085244,0.916089934,0.928057357,0.011967423,0
01033,AL,Colbert,188715.2059,263129.2795,39.43194358,14.4230222,18.60183621,4.178814013,11.44601472,20.64128878,80.3360321,67,79,0,0,0,0,0,1,0,1,1,0,0,1,0,1,1,12.31505542,10.95161505,-1.363440376,38.9,44.41281139,10,7.34282325,4.509007566,4.876595035,0.367587468,0.564889562,0.873699859,0.308810297,29.0999,23.41329,-19.54167,144510.1,159345,10.26566,2.990416904,2.70233166,-0.288085244,0.916089934,0.928057357,0.011967423,0
01035,AL,Conecuh,141483.1038,137903.4545,-2.530089623,14.4230222,18.60183621,4.178814013,27.36232551,39.52498843,44.45039919,67,79,0,0,0,0,0,1,0,1,1,0,0,1,0,1,1,12.31505542,10.95161505,-1.363440376,81,81.27559977,5.3,3.335283792,4.509007566,4.876595035,0.367587468,0.564889562,0.873699859,0.308810297,,,,,,,2.990416904,2.70233166,-0.288085244,0.916089934,0.928057357,0.011967423,0
01037,AL,Coosa,93176.10419,218925.344,134.9586795,14.4230222,18.60183621,4.178814013,11.60947408,21.12651747,81.97652479,67,79,0,0,0,0,0,1,0,1,1,0,0,1,0,1,1,12.31505542,10.95161505,-1.363440376,52.9,64.99608457,10.7,7.909162099,4.509007566,4.876595035,0.367587468,0.564889562,0.873699859,0.308810297,,,,,,,2.990416904,2.70233166,-0.288085244,0.916089934,0.928057357,0.011967423,0
01039,AL,Covington,245994.6354,305199.1582,24.06740399,14.4230222,18.60183621,4.178814013,16.84585857,25.80717416,53.19595641,67,79,0,0,0,0,0,1,0,1,1,0,0,1,0,1,1,12.31505542,10.95161505,-1.363440376,42.7,47.01964133,10.7,5.943637916,4.509007566,4.876595035,0.367587468,0.564889562,0.873699859,0.308810297,28.60532,24.20761,-15.37374,104827.1,102088.9,-2.612085,2.990416904,2.70233166,-0.288085244,0.916089934,0.928057357,0.011967423,0
01041,AL,Crenshaw,96278.20312,167601.4207,74.08033731,14.4230222,18.60183621,4.178814013,16.0504652,26.31853753,63.97367432,67,79,0,0,0,0,0,1,0,1,1,0,0,1,0,1,1,12.31505542,10.95161505,-1.363440376,46.5,50.36972597,12.8,9.351892127,4.509007566,4.876595035,0.367587468,0.564889562,0.873699859,0.308810297,21.98315,23.0261,4.744296,50143.57,64855.31,29.33923,2.990416904,2.70233166,-0.288085244,0.916089934,0.928057357,0.011967423,0
01043,AL,Cullman,147541.6933,224490.1948,52.15373354,14.4230222,18.60183621,4.178814013,9.219845106,17.45720277,89.34377498,67,79,0,0,0,0,0,1,0,1,1,0,0,1,0,1,1,12.31505542,10.95161505,-1.363440376,35.1,44.7588525,11.3,8.918940045,4.509007566,4.876595035,0.367587468,0.564889562,0.873699859,0.308810297,18.91956,22.41036,18.45074,171365,163880.9,-4.367368,2.990416904,2.70233166,-0.288085244,0.916089934,0.928057357,0.011967423,0
01045,AL,Dale,319987.5101,340056.2531,6.271726996,14.4230222,18.60183621,4.178814013,16.16735537,24.93544573,54.23330013,67,79,0,0,0,0,0,1,0,1,1,0,0,1,0,1,1,12.31505542,10.95161505,-1.363440376,45.8,51.87854624,8.2,6.517405306,4.509007566,4.876595035,0.367587468,0.564889562,0.873699859,0.308810297,21.74546,18.19534,-16.32579,131560,114730.7,-12.79211,2.990416904,2.70233166,-0.288085244,0.916089934,0.928057357,0.011967423,0
01047,AL,Dallas,318808.7314,505114.8592,58.43821371,14.4230222,18.60183621,4.178814013,33.04634778,47.89959635,44.94671749,67,79,0,0,0,0,0,1,0,1,1,0,0,1,0,1,1,12.31505542,10.95161505,-1.363440376,76,77.0073447,7.3,4.568654301,4.509007566,4.876595035,0.367587468,0.564889562,0.873699859,0.308810297,53.36845,41.33126,-22.55487,162495.5,177162.3,9.02599,2.990416904,2.70233166,-0.288085244,0.916089934,0.928057357,0.011967423,0
01049,AL,DeKalb,141566.9286,226782.4649,60.19452218,14.4230222,18.60183621,4.178814013,11.561239,22.95369759,98.54011827,67,79,0,0,0,0,0,1,0,1,1,0,0,1,0,1,1,12.31505542,10.95161505,-1.363440376,46.8,58.71183605,11.4,7.185278126,4.509007566,4.876595035,0.367587468,0.564889562,0.873699859,0.308810297,32.30809,26.54121,-17.84965,185486.1,171504.5,-7.537853,2.990416904,2.70233166,-0.288085244,0.916089934,0.928057357,0.011967423,0
01051,AL,Elmore,300843.8288,350017.5419,16.34526234,14.4230222,18.60183621,4.178814013,8.9888,17.50478283,94.73993004,67,79,0,0,0,0,0,1,0,1,1,0,0,1,0,1,1,12.31505542,10.95161505,-1.363440376,34.2,41.04661933,9.4,6.614695894,4.509007566,4.876595035,0.367587468,0.564889562,0.873699859,0.308810297,20.46489,19.73372,-3.572796,133235,159111,19.42137,2.990416904,2.70233166,-0.288085244,0.916089934,0.928057357,0.011967423,0
01053,AL,Escambia,252832.8652,319667.6845,26.43438747,14.4230222,18.60183621,4.178814013,19.75425415,30.18308168,52.79281848,67,79,0,0,0,0,0,1,0,1,1,0,0,1,0,1,1,12.31505542,10.95161505,-1.363440376,52.3,61.70940171,10,7.145299145,4.509007566,4.876595035,0.367587468,0.564889562,0.873699859,0.308810297,30.22372,29.66015,-1.864655,189059.4,187818,-0.6566635,2.990416904,2.70233166,-0.288085244,0.916089934,0.928057357,0.011967423,0
01055,AL,Etowah,202747.661,271338.4894,33.83063856,14.4230222,18.60183621,4.178814013,11.19543675,20.57313149,83.76354537,67,79,0,0,0,0,0,1,0,1,1,0,0,1,0,1,1,12.31505542,10.95161505,-1.363440376,41.7,48.66143693,11,8.000249035,4.509007566,4.876595035,0.367587468,0.564889562,0.873699859,0.308810297,26.37046,24.72657,-6.23386,151535,151838.6,0.200356,2.990416904,2.70233166,-0.288085244,0.916089934,0.928057357,0.011967423,0
01057,AL,Fayette,288842.231,405875.1987,40.51795587,14.4230222,18.60183621,4.178814013,15.35150101,27.63861085,80.03849153,67,79,0,0,0,0,0,1,0,1,1,0,0,1,0,1,1,12.31505542,10.95161505,-1.363440376,36.3,48.2815735,9.8,9.275362319,4.509007566,4.876595035,0.367587468,0.564889562,0.873699859,0.308810297,23.10955,22.09716,-4.380822,81239.31,75055.22,-7.612194,2.990416904,2.70233166,-0.288085244,0.916089934,0.928057357,0.011967423,0
01059,AL,Franklin,320569.448,348542.815,8.726148775,14.4230222,18.60183621,4.178814013,14.8706966,25.22911227,69.65655988,67,79,0,0,0,0,0,1,0,1,1,0,0,1,0,1,1,12.31505542,10.95161505,-1.363440376,46.2,56.98682386,13.3,8.789875173,4.509007566,4.876595035,0.367587468,0.564889562,0.873699859,0.308810297,33.80968,33.25215,-1.649034,174970.7,150874.5,-13.77158,2.990416904,2.70233166,-0.288085244,0.916089934,0.928057357,0.011967423,0
01061,AL,Geneva,270487.3677,348479.9564,28.83409653,14.4230222,18.60183621,4.178814013,15.16434998,25.17672736,66.02576037,67,79,0,0,0,0,0,1,0,1,1,0,0,1,0,1,1,12.31505542,10.95161505,-1.363440376,44,54.08394069,9.2,6.132194019,4.509007566,4.876595035,0.367587468,0.564889562,0.873699859,0.308810297,24.66132,21.30028,-13.6288,106746.5,81948.25,-23.23099,2.990416904,2.70233166,-0.288085244,0.916089934,0.928057357,0.011967423,0
01063,AL,Greene,141354.465,149920.7097,6.060116085,14.4230222,18.60183621,4.178814013,26.65302209,45.66791072,71.34233622,67,79,0,0,0,0,0,1,0,1,1,0,0,1,0,1,1,12.31505542,10.95161505,-1.363440376,85.3,87.2754491,6.5,5.613772455,4.509007566,4.876595035,0.367587468,0.564889562,0.873699859,0.308810297,,,,,,,2.990416904,2.70233166,-0.288085244,0.916089934,0.928057357,0.011967423,0
01065,AL,Hale,222429.5545,295879.1264,33.02149847,14.4230222,18.60183621,4.178814013,14.73759885,32.24890916,118.820647,67,79,0,0,0,0,0,1,0,1,1,0,0,1,0,1,1,12.31505542,10.95161505,-1.363440376,63,67.64592192,9.4,7.267104755,4.509007566,4.876595035,0.367587468,0.564889562,0.873699859,0.308810297,30.50461,,,137903.7,,,2.990416904,2.70233166,-0.288085244,0.916089934,0.928057357,0.011967423,0
01067,AL,Henry,124665.5654,135975.0705,9.07187568,14.4230222,18.60183621,4.178814013,15.73622892,24.65869694,56.70016664,67,79,0,0,0,0,0,1,0,1,1,0,0,1,0,1,1,12.31505542,10.95161505,-1.363440376,54.2,53.35664336,10.4,7.237762238,4.509007566,4.876595035,0.367587468,0.564889562,0.873699859,0.308810297,20.0945,,,83507.7,,,2.990416904,2.70233166,-0.288085244,0.916089934,0.928057357,0.011967423,0
