12/18/2009	Avatar	$425,000,000	$760,507,625	$2,783,918,982
12/18/2015	Star Wars Ep. VII: The Force Awakens	$306,000,000	$936,540,076	$2,058,540,076
5/24/2007	Pirates of the Caribbean: At World's End	$300,000,000	$309,420,425	$963,420,425
11/6/2015	Spectre	$300,000,000	$200,074,175	$879,620,923
7/20/2012	The Dark Knight Rises	$275,000,000	$448,139,099	$1,084,439,099
7/2/2013	The Lone Ranger	$275,000,000	$89,289,910	$259,989,910
3/9/2012	John Carter	$275,000,000	$73,058,679	$282,778,100
11/24/2010	Tangled	$260,000,000	$200,821,936	$586,581,936
5/4/2007	Spider-Man 3	$258,000,000	$336,530,303	$890,875,303
5/1/2015	The Avengers: Age of Ultron	$250,000,000	$459,005,868	$1,404,705,868
5/6/2016	Captain America: Civil War	$250,000,000	$347,390,153	$1,053,490,153
3/25/2016	Batman v Superman: Dawn of Justice	$250,000,000	$328,417,019	$866,217,019
12/14/2012	The Hobbit: An Unexpected Journey	$250,000,000	$303,003,568	$1,017,003,568
7/15/2009	Harry Potter and the Half-Blood Prince	$250,000,000	$301,959,197	$935,083,686
12/13/2013	The Hobbit: The Desolation of Smaug	$250,000,000	$258,366,855	$960,366,855
12/17/2014	The Hobbit: The Battle of the Five Armies	$250,000,000	$255,119,788	$955,119,788
5/20/2011	Pirates of the Caribbean: On Stranger Tides	$250,000,000	$241,063,875	$1,045,663,875
6/28/2006	Superman Returns	$232,000,000	$200,120,000	$374,085,065
11/14/2008	Quantum of Solace	$230,000,000	$169,368,427	$591,692,078
5/4/2012	The Avengers	$225,000,000	$623,279,547	$1,519,479,547
7/7/2006	Pirates of the Caribbean: Dead Man's Chest	$225,000,000	$423,315,812	$1,066,215,812
6/14/2013	Man of Steel	$225,000,000	$291,045,518	$667,999,518
5/16/2008	The Chronicles of Narnia: Prince Caspian	$225,000,000	$141,621,490	$417,341,288
7/3/2012	The Amazing Spider-Man	$220,000,000	$262,030,663	$757,890,267
6/12/2015	Jurassic World	$215,000,000	$652,198,010	$1,670,328,025
5/25/2012	Men in Black 3	$215,000,000	$179,020,854	$654,213,485
6/24/2009	Transformers: Revenge of the Fallen	$210,000,000	$402,111,870	$836,519,699
6/27/2014	Transformers: Age of Extinction	$210,000,000	$245,439,076	$1,104,039,076
5/26/2006	X-Men: The Last Stand	$210,000,000	$234,362,462	$459,359,555
5/14/2010	Robin Hood	$210,000,000	$105,269,730	$322,241,588
5/18/2012	Battleship	$209,000,000	$65,233,400	$305,218,228
12/14/2005	King Kong	$207,000,000	$218,080,025	$550,517,357
12/1/2007	The Golden Compass	$205,000,000	$70,107,728	$367,262,558
12/19/1997	Titanic	$200,000,000	$658,672,302	$2,207,615,668
6/18/2010	Toy Story 3	$200,000,000	$415,004,880	$1,069,818,229
5/3/2013	Iron Man 3	$200,000,000	$408,992,272	$1,215,392,272
6/30/2004	Spider-Man 2	$200,000,000	$373,524,485	$783,705,001
3/5/2010	Alice in Wonderland	$200,000,000	$334,191,110	$1,025,491,110
11/8/2012	Skyfall	$200,000,000	$304,360,277	$1,110,526,981
6/21/2013	Monsters University	$200,000,000	$268,488,329	$743,588,329
3/8/2013	Oz the Great and Powerful	$200,000,000	$234,770,996	$490,359,051
5/23/2014	X-Men: Days of Future Past	$200,000,000	$233,921,534	$747,862,775
5/2/2014	The Amazing Spider-Man 2	$200,000,000	$202,853,933	$708,996,336
6/24/2011	Cars 2	$200,000,000	$191,450,875	$560,155,383
12/17/2010	Tron: Legacy	$200,000,000	$172,062,763	$397,562,763
11/13/2009	2012	$200,000,000	$166,112,167	$788,408,539
5/21/2009	Terminator Salvation	$200,000,000	$125,322,469	$365,491,792
6/17/2011	Green Lantern	$200,000,000	$116,601,172	$231,201,172
5/28/2010	Prince of Persia: Sands of Time	$200,000,000	$90,759,676	$314,594,597
6/24/2016	Independence Day: Resurgence	$200,000,000	$0	$0
6/29/2011	Transformers: Dark of the Moon	$195,000,000	$352,390,543	$1,123,790,543
3/1/2013	Jack the Giant Slayer	$195,000,000	$65,187,603	$197,687,603
4/3/2015	Furious 7	$190,000,000	$351,032,910	$1,514,019,071
5/15/2013	Star Trek Into Darkness	$190,000,000	$228,778,661	$467,381,584
6/21/2013	World War Z	$190,000,000	$202,359,711	$531,514,650
5/10/2013	The Great Gatsby	$190,000,000	$144,840,419	$351,040,419
11/6/2009	Disney's A Christmas Carol	$190,000,000	$137,855,863	$315,709,697
7/12/2013	Pacific Rim	$190,000,000	$101,802,906	$411,002,906
11/25/2015	The Good Dinosaur	$187,500,000	$123,087,120	$334,304,689
5/2/2008	Iron Man	$186,000,000	$318,604,126	$582,443,126
7/18/2008	The Dark Knight	$185,000,000	$533,345,358	$1,002,891,358
5/22/2008	Indiana Jones and the Kingdom of the Crystal Skull	$185,000,000	$317,023,851	$786,558,145
6/22/2012	Brave	$185,000,000	$237,282,182	$554,606,532
12/9/2005	The Chronicles of Narnia: The Lion, the Witch and the Wardrobe	$180,000,000	$291,710,957	$720,539,572
5/30/2014	Maleficent	$180,000,000	$241,407,328	$758,536,735
6/27/2008	WALL-E	$180,000,000	$223,808,164	$532,590,994
8/10/2007	Rush Hour 3	$180,000,000	$140,125,968	$256,585,882
11/23/2011	Hugo	$180,000,000	$73,864,507	$180,047,784
7/21/2017	Valerian and the City of a Thousand Planets	$180,000,000	$0	$0
2/6/2015	Jupiter Ascending	$179,000,000	$47,482,519	$181,982,519
6/6/2014	Edge of Tomorrow	$178,000,000	$100,206,256	$364,406,256
6/19/2015	Inside Out	$175,000,000	$356,461,711	$853,923,085
4/15/2016	The Jungle Book	$175,000,000	$327,497,565	$857,697,565
5/29/2009	Up	$175,000,000	$293,004,164	$731,542,621
3/27/2009	Monsters vs. Aliens	$175,000,000	$198,351,526	$381,687,380
